instance	category	node_limit	time_limit_sec	hard_kill_sec	observed_nodes	observed_elapsed_sec	observed_result
steiner_search_n24_t6_sd42	concluded_fast	2304	120	300	768	11.96	Optimal solution found
steiner_search_n24_t7_sd42	concluded_fast	7458	120	300	2486	17.43	Optimal solution found
steiner_search_n24_t8_sd137	concluded_fast	23139	120	300	7713	22	Optimal solution found
steiner_search_n24_t9_sd137	concluded_fast	42882	120	300	14294	28.14	Optimal solution found
steiner_sparse20_p03_t4	concluded_fast	12	120	300	4	0.71	Optimal solution found
steiner_sparse25_p025_t6	concluded_fast	654	120	300	218	3.44	Optimal solution found
tsp_asymmetric_n10_sd42	concluded_fast	0	120	300	0	0.26	Optimal solution found
tsp_asymmetric_n12_sd137	concluded_fast	42	120	300	14	0.28	Optimal solution found
tsp_asymmetric_n18_sd1	concluded_fast	5127	120	300	1709	15.31	Optimal solution found
tsp_asymmetric_n18_sd4	concluded_fast	10134	120	300	3378	25.71	Optimal solution found
tsp_asymmetric_n19_sd3	concluded_fast	4989	120	300	1663	16.65	Optimal solution found
tsp_asymmetric_n20_sd5	concluded_fast	4107	120	300	1369	22.14	Optimal solution found
tsp_asymmetric_n21_sd2	concluded_fast	3897	120	300	1299	22.68	Optimal solution found
tsp_asymmetric_n22_sd2	concluded_fast	14010	120	300	4670	57.31	Optimal solution found
tsp_asymmetric_n7_sd1	concluded_fast	0	120	300	0	0.02	Optimal solution found
tsp_euclidean_n10_sd42	concluded_fast	0	120	300	0	0.05	Optimal solution found
tsp_euclidean_n12_sd137	concluded_fast	222	120	300	74	2.05	Optimal solution found
tsp_euclidean_n14_sd42	concluded_fast	0	120	300	0	1.1	Optimal solution found
tsp_euclidean_n16_sd1	concluded_fast	14451	120	300	4817	22.18	Optimal solution found
tsp_euclidean_n17_sd1	concluded_fast	26631	120	300	8877	36.88	Optimal solution found
tsp_euclidean_n18_sd1	concluded_fast	17574	120	300	5858	39.78	Optimal solution found
tsp_euclidean_n18_sd4	concluded_fast	22536	120	300	7512	48.29	Optimal solution found
tsp_euclidean_n19_sd1	concluded_fast	12327	120	300	4109	29.36	Optimal solution found
tsp_euclidean_n20_sd1	concluded_fast	12663	120	300	4221	35.35	Optimal solution found
tsp_euclidean_n21_sd3	concluded_fast	11337	120	300	3779	41.42	Optimal solution found
tsp_euclidean_n22_sd3	concluded_slow	21582	120	240	7194	68.44	Optimal solution found
tsp_euclidean_n22_sd5	concluded_fast	2502	120	300	834	16.21	Optimal solution found
tsp_euclidean_n4_sd1	concluded_fast	0	120	300	0	0	Optimal solution found
tsp_euclidean_n5_sd1	concluded_fast	0	120	300	0	0.01	Optimal solution found
tsp_euclidean_n6_sd1	concluded_fast	0	120	300	0	0.02	Optimal solution found
tsp_euclidean_n7_sd1	concluded_fast	0	120	300	0	0.03	Optimal solution found
tsp_euclidean_n8_sd1	concluded_fast	0	120	300	0	0.14	Optimal solution found
upms_n7_m3_int_wct_s137	concluded_fast	122949	120	300	40983	5.05	Optimal solution found
upms_n8_m2_int_cmax_s42	concluded_fast	789384	120	300	263128	28.4	Optimal solution found
upms_n8_m3_frac_cmax_s42	concluded_fast	142563	120	300	47521	6.28	Optimal solution found
upms_n8_m3_int_wct_s42	concluded_fast	297840	120	300	99280	13.46	Optimal solution found
upms_n9_m2_lgset_cmax_s137	concluded_slow	9524730	300	420	3174910	272.96	Optimal solution found (within gap tolerance)
upms_n9_m3_int_cmax_s137	not_concluded	570893	120	300	2861222	300.71	Stopped on time limit
upms_search_n7_m2_cmax_p5-18_s8-22_sd21	concluded_fast	485349	120	300	161783	13.96	Optimal solution found
upms_search_n7_m3_cmax_p5-18_s8-22_sd21	concluded_fast	299616	120	300	99872	9.99	Optimal solution found
upms_search_n7_m3_wct_p6-22_s3-11_sd137	concluded_fast	280599	120	300	93533	11.21	Optimal solution found
upms_search_n8_m2_cmax_p5-18_s2-9_sd42	concluded_fast	405309	120	300	135103	14.02	Optimal solution found (within gap tolerance)
upms_search_n8_m2_cmax_p6-22_s3-11_sd99	concluded_fast	1341600	120	300	447200	33.45	Optimal solution found
upms_search_n8_m2_wct_p6-22_s3-11_sd7	concluded_fast	304815	120	300	101605	11.33	Optimal solution found
upms_search_n8_m2_wct_p7-25_s3-12_sd42	concluded_fast	620028	120	300	206676	20.38	Optimal solution found
upms_search_n8_m3_cmax_p5-18_s2-9_sd42	concluded_fast	379329	120	300	126443	17.04	Optimal solution found
upms_search_n8_m3_cmax_p5-18_s8-22_sd7	concluded_fast	269772	120	300	89924	12.58	Optimal solution found
upms_search_n8_m3_cmax_p7-25_s3-12_sd7	concluded_fast	639804	120	300	213268	25.76	Optimal solution found
upms_search_n8_m3_wct_p5-18_s2-9_sd137	concluded_fast	265122	120	300	88374	12.56	Optimal solution found
upms_search_n9_m2_wct_p6-22_s3-11_sd7	concluded_fast	987672	120	300	329224	44.64	Optimal solution found
upms_search_n9_m3_wct_p5-18_s2-9_sd7	concluded_fast	332079	120	300	110693	19.4	Optimal solution found
upms_search_n9_m3_wct_p6-22_s3-11_sd137	concluded_fast	563928	120	300	187976	30.91	Optimal solution found
upms_search_n9_m3_wct_p6-22_s3-11_sd7	concluded_fast	1183257	120	300	394419	48.26	Optimal solution found
cttp_dayfocus_c6t8_sd10	concluded_fast	213	150	300	71	7.55	Optimal solution found
cttp_gapfocus_c6t8_sd9	concluded_fast	141	150	300	47	7.97	Optimal solution found
cttp_hard_c10t12_r2-3_sd2	not_concluded	10	150	300	1915	296.46	Stopped on time limit
cttp_hard_c6t6_s5_r2-4_sd3	not_concluded	5125	150	300	16679	296.82	Stopped on time limit
cttp_hard_c6t7_r2-3_sd3	not_concluded	1502	150	300	11885	297.14	Stopped on time limit
cttp_hard_c7t9_r2-3_sd1	not_concluded	1162	150	300	4401	274.58	Stopped on time limit
cttp_hard_c9t11_r2-4_sd1	not_concluded	718	150	300	3015	270.78	Stopped on time limit
cttp_infeasible_c10t12_r2-4_sd2	concluded_fast	100	150	300	0	1.02	Linear relaxation infeasible
cttp_medium_c6t8_r2-4_sd2	not_concluded	640	150	300	877	118.82	Optimal solution found
cttp_medium_c8t8_s7_r2-3_sd3	not_concluded	285	150	300	636	100.89	Optimal solution found
cttp_medium_c9t11_r2-4_sd3	concluded_fast	693	150	300	231	36.77	Optimal solution found
cttp_small_c5t6_r2-3_sd1	concluded_fast	1527	150	300	509	25.76	Optimal solution found
cttp_small_c5t6_r2-4_sd1	not_concluded	814	150	300	829	68.05	Optimal solution found
cttp_small_c6t6_s5_r2-3_sd3	not_concluded	265	150	300	303	64.06	Optimal solution found
cttp_small_c6t8_r2-3_sd3	not_concluded	78	150	300	113	57.16	Optimal solution found
cttp_small_c6t8_r2-4_sd1	concluded_fast	510	150	300	243	35.76	Optimal solution found
cttp_tiny_c4t5_r2-3_sd2	concluded_fast	204	150	300	68	12.09	Optimal solution found
cttp_tiny_c4t5_r2-4_sd2	concluded_fast	99	150	300	33	4.84	Optimal solution found
A-1	concluded_fast	249	150	300	83	30.28	Optimal solution found
attfInst1	not_concluded	2448	150	300	2448	59.28	Stopped on time limit
graphdraw-domain	not_concluded	28922	150	300	28922	59.24	Stopped on time limit
j3041_1	concluded_fast	87	150	300	29	4.6	Optimal solution found
leo1	not_concluded	452	150	300	452	59.36	Stopped on time limit
yue20013.1.150	concluded_fast	1566	150	300	522	20.85	Optimal solution found
